ID,Name,Value,Wage
233550,S. Grandsir,€9.5M,€36K
204367,B. van Leer,€4.7M,€11K
234575,Diogo Leite,€9.5M,€5K
237135,Davidson,€6M,€10K
191055,Dídac Vilà,€4.3M,€22K
206160,A. Ciciretti,€7.5M,€44K
229712,Jorge,€6.5M,€38K
49488,E. Didot,€1.7M,€19K
230482,Marlon Nideiro,€2.8M,€25K
199763,B. Bereszyński,€6M,€25K
210259,A. Hassan,€7.5M,€1K
230483,Jacson Zonta,€2.8M,€13K
116308,R. Fanni,€750K,€5K
163925,A. Diamanti,€2.6M,€4K
192342,E. Cardona,€6.5M,€39K
206167,S. Prcić,€6M,€16K
230487,Leo Caldeirinha,€2.8M,€13K
199000,T. Sainsbury,€6M,€13K
210520,Edgar Ié,€7M,€21K
230488,Alvildo Sousa,€2.8M,€15K
193881,F. Đuričić,€7M,€40K
205402,J. Boëtius,€7.5M,€22K
218970,F. Mubele,€7.5M,€23K
223066,A. Chávez,€6.5M,€17K
228698,V. Kovalenko,€8.5M,€1K
163418,Y. Kaboul,€3.2M,€39K
188506,R. Meggiorini,€4.5M,€17K
163419,B. Sagna,€1.2M,€5K
219740,Kahraba,€0,€0
215901,Rafael Vaz,€4.4M,€11K
230237,Robson Denho,€4.9M,€14K
192349,Renatinho,€5.5M,€16K
214622,J. Toljan,€6M,€30K
230239,Claudiano Sobrino,€1.7M,€14K
164959,S. M'Bia,€3.2M,€22K
230495,Hélton Celanova,€6M,€25K
205409,S. Sosa,€3.4M,€8K
230497,Erick Gameira,€6M,€15K
235875,Pol Lirola,€6.5M,€26K
192612,M. Jajalo,€5M,€5K
210021,H. Mukhtar,€8M,€21K
229221,William,€6.5M,€28K
177766,G. Bong,€4.1M,€35K
192102,N. Hult,€4.4M,€1K
202087,J. Geis,€6M,€20K
213095,L. Cavallini,€7M,€9K
148839,P. Verhaegh,€1.6M,€32K
230503,Jadson Vidigal,€6M,€27K
235623,Álvaro Jiménez,€8M,€17K
203624,O. Vranješ,€5M,€17K
204904,M. Bauer,€5.5M,€34K
211048,O. Kayode,€7.5M,€1K
199274,I. Nestorovski,€6M,€5K
202858,F. Castillo,€6.5M,€19K
219754,Bruno Varela,€5.5M,€7K
192362,L. Narsingh,€6M,€28K
203884,K. Djidji,€5.5M,€19K
179820,L. Robles,€2.3M,€6K
203629,A. Erokhin,€0,€0
200302,G. Shinnie,€5.5M,€8K
219758,L. Rizzo,€6.5M,€27K
237678,I. Konaté,€7.5M,€15K
188270,B. Ecuélé Manga,€4.4M,€37K
210287,J. Córdoba,€7.5M,€20K
230255,Edvaldisco,€4.9M,€18K
207472,G. Sakai,€4.6M,€12K
207984,A. González,€7.5M,€32K
182896,R. Rosales,€4.3M,€10K
186992,J. Dueñas,€5.5M,€44K
201073,N. De Préville,€6M,€36K
204401,Diogo Figueiras,€5M,€12K
216433,A. El Ghazi,€7.5M,€23K
171378,P. Aguilar,€3.1M,€44K
225139,K. Dolly,€7M,€21K
213620,F. Mora,€7.5M,€18K
162932,P. Barrientos,€3.4M,€21K
168565,H. Rodallega,€4.5M,€28K
182133,A. Epureanu,€3.8M,€20K
192373,M. Caraglio,€5.5M,€25K
205942,S. Lung,€4.6M,€11K
232310,Maurício,€5.5M,€11K
105846,A. Boruc,€375K,€24K
53110,C. Gordon,€1.3M,€20K
201335,F. Santander,€6.5M,€29K
168567,A. Ramírez,€1.8M,€4K
213113,M. Cabrera,€4.4M,€3K
228729,B. Valdez,€6M,€42K
218746,Pozo,€8M,€15K
225402,Bruno Gaspar,€6M,€10K
190330,N. Rigoni,€6M,€15K
225403,I. Kahveci,€7.5M,€19K
230267,Sebas Couteira,€5.5M,€14K
222844,Walace,€6.5M,€22K
169596,R. Shawcross,€4.2M,€34K
192636,David Simão,€5.5M,€9K
215165,C. Rius,€5.5M,€13K
199550,B. Martins Indi,€6M,€34K
235134,P. Rosario,€7M,€9K
216447,Álvaro García,€6.5M,€17K
230272,Kauã Abranches,€2.8M,€19K
168320,A. Gyan,€4.5M,€15K
169600,D. Simpson,€3.7M,€46K
193408,H. Seferović,€7M,€12K
233601,R. Sobhi,€7.5M,€29K
205186,P. Gazzaniga,€5M,€46K
216706,F. Mussis,€5.5M,€17K
225410,A. Masina,€6.5M,€33K
164994,J. Błaszczykowski,€4.4M,€35K
158851,J. Beausejour,€1.6M,€11K
189059,J. Livermore,€5.5M,€31K
208260,D. Kourmpelis,€6.5M,€1K
230276,Nicolás Formido,€5.5M,€23K
230021,J. Aidoo,€7M,€12K
236679,Melendo,€8.5M,€17K
178567,E. Pieters,€4.3M,€35K
180359,Luisinho,€2.2M,€19K
211592,A. Semenov,€0,€0
189576,Ramalho,€6M,€22K
209289,Kévin Rodrigues,€6.5M,€18K
223113,K. Piątek,€8M,€15K
168585,R. Vlaar,€2.3M,€13K
184457,R. van Wolfswinkel,€5.5M,€26K
199562,Ilie Sánchez,€5.5M,€7K
205194,Ewerton,€4.4M,€20K
211338,A. Chumacero,€6.5M,€9K
188554,Dani Pacheco,€6M,€10K
192906,L. Rodríguez,€3.5M,€13K
212107,A. Jahović,€5M,€18K
189067,M. Britos,€3.2M,€39K
191627,M. Rits,€7M,€17K
228236,S. Deli,€5.5M,€1K
219789,H. Traoré,€5.5M,€24K
224909,P. Aguedar,€0,€0
172685,Crespo,€3.8M,€1K
192397,Rafael,€4.9M,€23K
206222,Bigas,€5.5M,€10K
213134,L. Öztunalı,€7.5M,€20K
221838,M. Jojić,€6.5M,€22K
234126,Vitor Bueno,€8M,€1K
235663,G. Til,€8M,€10K
219536,I. Pussetto,€8.5M,€22K
222352,A. Ajeti,€8M,€19K
234128,Luiz Araújo,€8.5M,€23K
244368,A. Besedin,€8M,€1K
219793,T. Didillon,€6M,€11K
225426,Arana,€7M,€10K
217235,Zainadine,€4.2M,€9K
190868,K. Théophile-Catherine,€5M,€1K
210327,A. Gianniotis,€5M,€1K
145047,Bruno Saltor,€650K,€25K
210583,M. Stendera,€7.5M,€24K
237207,S. Kalu,€9.5M,€25K
186519,Juan Cala,€4.6M,€10K
195479,J. Tavernier,€5.5M,€39K
238744,W. McKennie,€9.5M,€12K
214169,W. Tesillo,€4.6M,€24K
172953,A. Mariappa,€3.8M,€39K
187033,S. Morrison,€5.5M,€35K
209818,J. Brenet,€6M,€22K
211098,B. Dack,€7.5M,€32K
217242,Y. Kubo,€7.5M,€16K
190362,T. Pukki,€6M,€29K
202395,William,€6.5M,€11K
204699,L. Melgarejo,€6M,€1K
226203,J. Jones,€6M,€18K
165531,I. Sosa,€4.9M,€43K
189595,M. Ekici,€5.5M,€51K
192667,A. Nyom,€4.1M,€27K
245660,K. Konaté,€0,€0
186524,F. Đorđević,€5.5M,€17K
189084,E. Room,€4.4M,€11K
191388,T. Usami,€6.5M,€21K
192156,Ruben Lima,€4.4M,€6K
193692,Fábio Espinho,€4.4M,€8K
212125,L. Marković,€7M,€62K
225182,J. Barrera,€8.5M,€4K
202911,R. Mora,€5.5M,€22K
212127,D. Lazović,€6M,€15K
244383,M. Burda,€7M,€1K
219808,Tana,€6M,€11K
222368,A. Miranchuk,€8M,€1K
172960,L. Grabban,€5.5M,€45K
245664,I. Koné,€0,€0
189600,J. Hušbauer,€5.5M,€1K
200353,A. Soumaoro,€6M,€24K
202401,Patric,€5.5M,€13K
204450,P. Diamanka,€4.6M,€10K
192930,A. Pulido,€6.5M,€35K
226211,Roger Guedes,€8M,€14K
179875,D. N'Doye,€3.5M,€20K
187043,S. Johansen,€6.5M,€45K
158372,I. Afellay,€4.4M,€37K
227236,A. Zambo Anguissa,€7M,€35K
163492,N. Lombaerts,€2.3M,€14K
205989,C. Chambers,€6.5M,€56K
235173,I. Sangaré,€8.5M,€16K
223142,A. Sulu,€3.2M,€17K
205735,M. Pucciarelli,€6.5M,€15K
208295,R. Saïss,€5.5M,€55K
211879,J. Haberer,€7M,€19K
239015,E. Dennis,€9.5M,€15K
183975,J. Kana-Biyik,€5M,€13K
239272,V. Barkas,€5M,€1K
190120,K. Johnsson,€4M,€16K
169386,S. Floccari,€2M,€11K
177578,S. Prödl,€3.8M,€39K
210859,V. Laurini,€4.3M,€41K
170923,A. Eschenko,€1.6M,€1K
178091,S. Okaka,€6M,€48K
189099,J. Kodjia,€6M,€21K
218540,A. Oyongo,€5M,€20K
162220,S. Bolat,€4.4M,€9K
229804,A. Mitriţă,€0,€0
202157,A. Behich,€5M,€13K
208045,O. Tannane,€7.5M,€25K
162221,F. Haroun,€3.2M,€11K
184749,D. Gosling,€5.5M,€51K
211119,Pedro Santos,€5.5M,€8K
227503,J. Larsen,€9.5M,€18K
170159,F. Bastians,€4.2M,€13K
204464,J. Ralls,€7.5M,€34K
223152,S. Vilakazi,€0,€0
230320,Victorino Magela,€3.6M,€9K
231600,Marc Navarro,€6.5M,€33K
176048,K. Kamara,€3.5M,€9K
209329,Dória,€6M,€15K
230065,S. Serdar,€8M,€19K
223154,O. Tufan,€6.5M,€38K
234930,Pedro Rebocho,€7M,€16K
201139,I. Strinić,€4.1M,€56K
183475,S. Grytebust,€4.5M,€10K
222900,W. Hahn,€5M,€7K
230324,Adrianiscito,€4M,€18K
208054,L. Fernández,€6.5M,€20K
205495,A. Lozano,€7.5M,€26K
216247,M. Tisserand,€6.5M,€31K
165560,M. Ruben,€5M,€17K
231352,T. Abraham,€10M,€59K
186296,R. Neustädter,€4.2M,€45K
166074,Bebé,€6M,€18K
198331,M. Vydra,€7M,€43K
153275,J. Leca,€3.2M,€8K
168379,Carmona,€5.5M,€10K
215228,C. Lema,€4.6M,€10K
186556,Dentinho,€5.5M,€1K
214973,L. Villafañez,€6M,€14K
236221,D. Brasanac,€7M,€20K
176062,S. Kljestan,€4.4M,€8K
214463,W. Morelo,€5M,€5K
243903,M. Diop,€5.5M,€15K
210112,C. Benavente,€7.5M,€12K
214209,A. del Valle,€5.5M,€5K
204738,R. Ibarra,€6M,€48K
214979,J. Musso,€5.5M,€14K
230339,Padilhisco,€4.8M,€12K
178628,F. Forestieri,€6M,€29K
191173,A. Bedoya,€4.8M,€8K
159175,A. Romao,€1.7M,€16K
162503,O. Gladkyi,€5.5M,€15K
231111,A. Hack,€6M,€18K
176071,D. McCarty,€3.8M,€7K
186567,K. Adénon,€3.2M,€16K
202184,J. Plata,€6M,€9K
202697,J. Stephens,€6.5M,€30K
222665,M. Ødegaard,€9M,€54K
216778,Rúben Semedo,€6.5M,€20K
217546,Sequeira,€4.6M,€12K
224202,I. Chochev,€7M,€4K
190666,M. Gulde,€5.5M,€19K
192202,Bruno César,€5.5M,€12K
198347,F. Jara,€5.5M,€29K
201931,Gabrìel,€5M,€3K
203979,M. Bakalorz,€4.6M,€27K
227275,A. Rossi,€6M,€12K
217036,Álex Moreno,€6M,€15K
220620,F. Hadergjonaj,€6.5M,€30K
162508,O. Kucher,€1.3M,€9K
187084,M. Diouf,€5.5M,€40K
200653,G. Burdisso,€4.4M,€18K
203725,V. Misidjan,€7M,€20K
214477,A. Correa,€2.3M,€3K
150477,R. Salin,€2.8M,€9K
239053,F. Valverde,€8.5M,€46K
209102,M. Etxeberría,€0,€0
210384,R. Haps,€6M,€11K
212432,Cho Hyun Woo,€4.7M,€5K
153296,Y. Gourcuff,€4.9M,€14K
230354,Jesus Andradaldo,€4.8M,€21K
187858,P. Mpoku,€6M,€15K
216019,D. Musto,€3.8M,€18K
228819,M. Vargas,€9.5M,€12K
209620,A. Baba,€6.5M,€56K
151508,S. Davis,€3.3M,€39K
223188,S. Özbayraklı,€4.4M,€47K
209621,Mattheus Oliveira,€7.5M,€10K
192725,M. Le Marchand,€4.4M,€43K
222678,Régis,€7M,€12K
212183,Nacho,€4.3M,€17K
200408,B. Gibson,€6.5M,€37K
204760,C. Taylor,€6M,€33K
210136,T. Kędziora,€6.5M,€1K
215256,R. Saravia,€6M,€16K
198617,D. Drexler,€5.5M,€20K
206553,S. Falette,€6M,€26K
234457,O. Etebo,€8M,€29K
178393,A. Cerci,€5.5M,€21K
229595,L. Rodríguez,€8.5M,€11K
138460,R. Hubník,€1.7M,€1K
224221,J. Andersen,€7M,€23K
235997,Fran Beltrán,€7M,€8K
227550,D. Viera,€4.7M,€13K
232670,F. Zampedri,€5.5M,€17K
193247,H. Lindner,€4.7M,€11K
201953,J. Sánchez Miño,€4.4M,€18K
212449,M. Pavlović,€5M,€20K
122849,A. Koné,€3M,€15K
206306,J. Ferri,€6M,€46K
231138,C. Bassogog,€8M,€13K
220131,M. Diagne,€6.5M,€15K
205540,J. Ibe,€7.5M,€43K
212197,D. Heuer Fernandes,€5M,€13K
226789,A. Fulgini,€8.5M,€15K
172517,M. Jensen,€5M,€8K
183781,A. Bjelland,€4.4M,€18K
196069,J. Fuenzalida,€3.4M,€11K
188135,Juanfran,€4.3M,€10K
199912,S. Kittel,€7M,€24K
234730,V. Rosier,€6.5M,€9K
216811,K. Waston,€4.2M,€7K
221931,P. Žulj,€7M,€18K
53739,L. Grant,€1.3M,€39K
194795,G. Jara,€3.2M,€11K
223724,S. Lainer,€6M,€26K
208621,Óscar Plano,€6M,€18K
172013,De la Bella,€3.1M,€10K
112365,R. Cohade,€3.3M,€8K
191725,P. Morales,€3.4M,€5K
191726,D. Arismendi,€4.2M,€14K
212207,N. Stanciu,€7.5M,€1K
225263,D. Ćaleta-Car,€7M,€23K
186351,L. Fer,€5.5M,€26K
163824,A. Williams,€2.3M,€61K
203505,J. Bryan,€6M,€35K
20209,Ricardo Costa,€750K,€4K
220658,Ailton,€6.5M,€22K
186098,R. Cota,€3.6M,€19K
183795,G. Margreitter,€4.4M,€20K
148212,A. Rebrov,€2.3M,€1K
217844,Djavan,€4.1M,€9K
183284,A. Chedjou,€2.3M,€20K
199157,Luna,€5M,€19K
232437,F. Ricca,€6.5M,€8K
232693,C. Awaziem,€7M,€8K
216055,F. Carrizo,€6M,€15K
198136,A. Ragusa,€5.5M,€46K
229880,A. Wan-Bissaka,€8M,€28K
184312,J. Biabiany,€5.5M,€38K
222457,B. Mensah,€8M,€33K
162297,D. Padelli,€3.2M,€34K
176377,D. Tošić,€2.3M,€13K
199418,E. Bauthéac,€5.5M,€7K
212474,Tiago Silva,€7M,€11K
213242,A. Tameze,€6.5M,€21K
189946,V. Manceau,€4.4M,€20K
193786,F. Bardi,€4.5M,€11K
204539,L. Advíncula,€4.4M,€41K
226045,J. Gallardo,€7.5M,€32K
230397,Enaldo Toxeto,€4.2M,€22K
200446,Camilo,€5.5M,€12K
201982,J. Schmid,€5.5M,€22K
203774,Welthon,€7M,€11K
206590,Moi Gómez,€7.5M,€9K
192766,Marc Muniesa,€6M,€23K
198143,Samu Saiz,€6.5M,€37K
167936,J. Sorbon,€1.2M,€17K
169216,S. Long,€3.6M,€39K
188416,S. Wuytens,€3.2M,€12K
198145,S. Araujo,€5M,€11K
200962,André Martins,€4M,€10K
206594,S. March,€5M,€31K
210434,F. Chafik,€2.6M,€11K
224258,K. Ajer,€5.5M,€26K
177922,K. Grosicki,€3.8M,€23K
188931,Alex Bergantiños,€1.6M,€8K
179972,E. Derdiyok,€3.9M,€44K
180228,David Braz,€2.7M,€11K
204549,D. Roef,€3.7M,€10K
189701,Lombán,€2.7M,€8K
150278,J. Drobný,€270K,€10K
201223,A. Acquah,€4.6M,€12K
203783,T. Smith,€4.1M,€33K
19975,R. Nuzzolo,€2.1M,€9K
223751,G. Jung,€4.8M,€10K
176903,M. Iturra,€1.2M,€22K
166664,Molinero,€2.2M,€8K
238856,Pedro Sá,€4.8M,€7K
215049,D. Pérez,€3M,€7K
139274,B. Cesar,€950K,€9K
215050,D. Braghieri,€2.7M,€5K
188938,C. Álvarez,€2.3M,€7K
232459,Carlos Ponck,€4.5M,€8K
226060,R. Assalé,€5.5M,€18K
215565,M. Miazga,€4.5M,€51K
220685,Léo Bonatini,€5.5M,€46K
223245,B. Fernández,€5.5M,€11K
193549,S. Hutchinson,€3.4M,€12K
241166,S. Rybalka,€3.6M,€12K
223247,N. Acevedo,€3.8M,€14K
223248,J. Lucero,€4.8M,€19K
241168,G. Chakvetadze,€7M,€10K
213777,I. Fossum,€5.5M,€19K
219409,V. Karavaev,€4.3M,€10K
221201,T. Leibold,€4.2M,€15K
223249,G. Arias,€2.6M,€12K
54033,T. Huddlestone,€2.7M,€31K
186385,A. Clayton,€3.1M,€40K
180754,K. Nakamura,€1.3M,€7K
184082,L. Koné,€3.1M,€12K
189715,M. Vejinović,€4M,€14K
204308,H. Van Crombrugge,€3.7M,€8K
157716,M. Russ,€2.3M,€24K
230420,Pietrson Mendes,€2M,€12K
234772,Salvi Sánchez,€4.2M,€9K
214294,E. Pavez,€4M,€8K
201751,I. Kovács,€0,€0
204823,Nildo Petrolina,€3.1M,€12K
189975,Y. Seleznyov,€3.2M,€16K
203544,C. Löwe,€3M,€34K
219160,V. Cantillo,€4.8M,€3K
186392,J. Ward,€3.2M,€37K
200473,S. Skrzybski,€4.8M,€25K
205081,Diego Oliveira,€4.1M,€11K
242201,Luis Milla,€4.8M,€7K
204826,A. Ba,€3.9M,€15K
230170,Jaim Abra,€2.8M,€10K
45083,S. von Bergen,€950K,€12K
189723,S. Armenteros,€4.1M,€6K
190748,Y. Öztekin,€3.5M,€20K
183581,J. Molina,€3M,€31K
194333,R. Gikiewicz,€2.6M,€19K
220702,G. Silva,€4.5M,€13K
149791,W. Hoolahan,€1.3M,€20K
230175,Freder Cabral,€2.8M,€20K
211489,J. Gómez,€4M,€18K
203810,Rodrigo Galo,€2.6M,€1K
205346,R. Fredericks,€4M,€46K
206626,M. Ishak,€5M,€20K
210723,N. Gießelmann,€3.8M,€21K
230435,Luis Couprins,€3M,€12K
181795,F. Kudryashov,€0,€0
202276,S. Zoller,€4.3M,€19K
220196,D. Brooks,€7M,€33K
225060,M. Hawsawi,€4.2M,€27K
207653,M. Bolaños,€4M,€18K
226853,J. St. Juste,€4.5M,€8K
189221,João Aurélio,€3M,€6K
213030,J. Marié,€4.6M,€13K
235814,R. Benzar,€0,€0
190502,G. Sertic,€3.2M,€31K
212519,R. Philippoteaux,€3.8M,€7K
229927,Gerson,€6M,€31K
203304,B. Assombalonga,€5M,€43K
189480,J. Šural,€4.1M,€1K
209449,Gerso,€4.2M,€8K
215083,M. Urruti,€4.7M,€8K
178475,D. Ciofani,€3.2M,€15K
190507,Etxeita,€3M,€17K
186156,L. Ayling,€3.8M,€31K
224813,K. Saief,€5M,€14K
226861,S. Thioub,€5.5M,€14K
235565,D. Bronn,€4.8M,€14K
172077,J. Basanta,€1.2M,€31K
189485,Diego Farías,€4.1M,€28K
192045,L. Rodríguez,€3.7M,€36K
230446,Marcos Paneira,€3M,€11K
110638,Cifuentes,€270K,€4K
186158,K. Bartley,€3.9M,€25K
177712,K. Monnet-Paquet,€3.9M,€26K
186672,G. Cameron,€2.3M,€31K
192560,R. Yabo,€4.7M,€28K
198705,A. Najar,€4.1M,€14K
227633,B. Ramselaar,€5.5M,€11K
200754,T. Ciğerci,€4.2M,€41K
139058,O. Pérez,€1.3M,€2K
220466,F. Mattiello,€5.5M,€18K
185394,V. Forren,€3M,€6K
223283,F. Diedhiou,€5M,€35K
193331,K. Darlow,€3.2M,€26K
205364,F. Novák,€3.2M,€23K
223284,P. Martinez,€3.5M,€15K
230964,M. Santos,€5M,€10K
205365,J. Kopic,€4M,€1K
208949,N. Al Abed,€4M,€31K
165429,C. Keşerü,€0,€0
241461,Ferrán Torres,€7M,€12K
205878,S. Kapino,€3.9M,€13K
214838,O. Opazo,€4.2M,€8K
221750,André Geraldes,€3.7M,€10K
230198,Juli Piresinho,€2.9M,€11K
200759,J. Schlupp,€4.1M,€34K
230199,Vinicius Cardenha,€3.4M,€21K
230967,B. Lozano,€5.5M,€15K
244791,P. Hrošovský,€4.9M,€1K
197688,Gabriel Silva,€3.7M,€22K
201016,O. Sorg,€3.2M,€25K
235320,B. Johnsen,€4.8M,€14K
181560,M. Yanga-Mbiwa,€3.1M,€40K
209723,M. Britos,€4M,€11K
179516,R. Hennings,€3.9M,€26K
225085,J. Bamba,€6M,€21K
226877,Ivo Rodrigues,€5.5M,€10K
228413,E. Audero,€5.5M,€30K
237629,A. Maier,€7.5M,€10K
177981,F. Tissone,€2.7M,€9K
207935,M. Dituro,€2.4M,€7K
184895,G. Bia,€4M,€13K
244544,B. Alıcı,€5.5M,€33K
201025,G. Bussmann,€3.3M,€20K
192321,C. Buchtmann,€4.9M,€16K
209218,J. Al Hussien,€1.8M,€13K
221250,G. Poblete,€4.2M,€6K
225859,M. Niakhaté,€4.8M,€17K
226627,T. Minamino,€5.5M,€27K
229699,N. Benedetti,€7M,€2K
196932,Y. Sanogo,€5.5M,€24K
235844,E. Álvarez,€4.7M,€29K
190276,S. Sunzu,€3.5M,€7K
213061,M. Kanazaki,€4M,€6K
211014,Paulinho,€3.4M,€8K
158790,L. Bustamante,€3.1M,€4K
192838,E. Schelotto,€3M,€34K
196935,Ignasi Miquel,€4.3M,€16K
211527,Álex Gallar,€4.7M,€19K
184136,Orlando Sá,€3.9M,€15K
200521,T. Ince,€4.7M,€37K
211017,Víctor Rodríguez,€4M,€8K
177481,L. Baal,€2.2M,€22K
159818,Élton,€3.1M,€18K
231242,A. Ounas,€6M,€35K
189514,H. Afful,€2.2M,€7K
193098,C. Clemens,€4.3M,€17K
162123,F. Amorebieta,€1.6M,€15K
212300,J. O'Connell,€4.8M,€10K
173132,F. Dionisi,€3.6M,€15K
186444,H. Harbaoui,€2.5M,€15K
213581,M. Nervo,€4M,€16K
162893,J. Djourou,€2.7M,€11K
176717,P. Karlsson,€2.3M,€8K
214350,M. Rangel,€4.3M,€4K
214606,S. Pérez,€5M,€18K
215118,F. Manríquez,€1.9M,€5K
159566,Abraham González,€3M,€8K
230222,Ailton Valpaços,€3.5M,€24K
241486,J. Koundé,€6.5M,€12K
199504,T. Xhaka,€3.9M,€19K
209744,E. Mena,€3M,€16K
158800,W. Janssen,€2.7M,€14K
236112,Douglas Armeira,€3.4M,€13K
238160,M. Demiral,€5.5M,€7K
182864,D. Vera,€2.5M,€14K
199761,M. Kamiński,€4M,€24K
214609,S. Cárdenas,€4M,€5K
224081,K. Phillips,€4.7M,€26K
121937,M. Rensing,€1.6M,€17K
200275,Y. Mokhtar,€4.3M,€18K
201043,B. Dejaegere,€4.5M,€17K
233556,R. Orsolini,€7M,€52K
186452,S. de Jong,€3.9M,€15K
221269,J. Riedewald,€4.9M,€26K
183893,C. Yacob,€3M,€35K
224599,Yan Junling,€3.4M,€10K
178007,Miguel Veloso,€2.3M,€13K
203864,B. Zuculini,€4.2M,€16K
225880,J. Moreira,€3.2M,€18K
194904,B. Hamid,€3.4M,€14K
205401,V. Qazaishvili,€4.9M,€7K
223065,G. Toledo,€3.2M,€11K
152922,E. Barreto,€2.3M,€26K
175962,N. Bungert,€2.7M,€20K
229980,C. Montes,€5M,€22K
49756,J. Poulsen,€1.9M,€19K
183644,A. Grünwald,€3.9M,€15K
193884,S. Clucas,€4.2M,€34K
204125,J. Bořil,€3.7M,€1K
156253,J. Lewis,€2.6M,€6K
202078,D. Nagbe,€4.1M,€7K
142942,J. Gandolfi,€550K,€9K
184926,Fabiano,€3M,€8K
231007,J. Mišić,€5.5M,€9K
231263,J. Gélin,€5.5M,€16K
232543,S. Bertoli,€270K,€6K
236639,Xeka,€4.7M,€19K
46175,M. Rosenberg,€1.8M,€6K
198240,Raul García,€3M,€22K
202848,G. Caprari,€5.5M,€25K
210016,Diego Lopes,€5M,€7K
189024,M. Banguera,€0,€0
190560,O. Gonzalez,€3.1M,€17K
229473,Costinha,€4.9M,€6K
231521,E. Palacios,€7M,€9K
184417,Sergio Tejera,€3.2M,€9K
229218,Pedro Rocha,€5.5M,€1K
194146,K. Long,€3.4M,€36K
2147,M. Stekelenburg,€950K,€30K
215651,Samir,€4.4M,€17K
211556,Carlos Hernández,€3.8M,€9K
228708,L. Martínez Quarta,€5.5M,€14K
211557,F. Barba,€4.7M,€11K
169317,T. Elyounoussi,€3.9M,€10K
170597,T. Krul,€2.6M,€17K
232294,R. Morioka,€4.6M,€16K
105318,J. Valdés,€1.3M,€6K
237670,Bruno Xadas,€7M,€9K
186982,A. Büttner,€3M,€12K
222825,C. Akolo,€6M,€25K
207722,Cristiano,€3.6M,€11K
211818,K. Möhwald,€5M,€19K
214379,A. Rodríguez,€4M,€8K
229739,J. Góralski,€0,€0
164459,S. Larsson,€2.3M,€9K
204908,D. Ndongala,€4.2M,€14K
157804,S. Carson,€2.3M,€25K
161644,M. Matip,€2.3M,€19K
169324,A. Ulmer,€2.2M,€25K
183916,J. Pied,€3M,€23K
207725,M. van der Hoorn,€4.2M,€20K
179565,M. Gavranović,€4.1M,€1K
193133,J. Stryger Larsen,€3.9M,€19K
201326,G. Torje,€4M,€13K
225646,C. Mayada,€3.3M,€17K
212079,M. Pérez,€4.5M,€26K
178287,S. Arfield,€3.8M,€41K
185199,S. Ribas,€3.9M,€17K
199792,A. Christiansen,€4M,€7K
214384,F. Aguilar,€4.8M,€5K
165232,O. Veigneau,€2.2M,€11K
230513,Gus Outomouro,€2.1M,€23K
211826,R. Czichos,€3.2M,€17K
240754,Y. Atal,€5.5M,€19K
195698,C. Doukouré,€4.5M,€16K
226419,F. Sambueza,€3.9M,€4K
230259,Juliano Mascarinhas,€1.2M,€21K
192371,F. Rinaudo,€3.4M,€13K
209780,S. Schrijvers,€5.5M,€15K
234612,J. Ikoné,€7M,€18K
184436,A. Smithies,€3.3M,€28K
198261,T. Ream,€3M,€38K
211061,A. Maxim,€4.2M,€22K
165493,N. Navarro,€2M,€12K
189557,A. Rispoli,€3M,€4K
197238,I. Baldé,€4M,€11K
229494,Miguel Vieira,€3.8M,€8K
169078,L. Freeman,€4.7M,€9K
179574,G. Hooper,€3.9M,€25K
215927,R. Emond,€4.8M,€15K
183671,E. Terranova,€2.7M,€4K
184183,S. Dewaest,€3.8M,€12K
189303,Nélson Oliveira,€4.4M,€25K
199288,A. Losilla,€2.3M,€14K
214136,F. Meza,€4.2M,€36K
215417,C. Mathenia,€3.5M,€15K
218745,O. Ntcham,€6M,€34K
202106,M. Knoll,€3.4M,€14K
208250,A. Bakasetas,€5M,€1K
221306,M. Barrios,€4.2M,€7K
228730,S. Salcedo,€4.9M,€9K
234618,Perdigão,€4.3M,€10K
239482,Galeno,€7M,€9K
192122,Bóveda,€3M,€9K
192634,Marc Mateu,€4M,€10K
204412,G. Saville,€4.9M,€12K
213884,R. Christie,€5.5M,€34K
237692,P. Foden,€8M,€36K
208509,T. Foket,€4.5M,€12K
188541,P. Schiattarella,€3.4M,€12K
201342,F. Sørensen,€4.2M,€16K
207998,D. Ward,€3.5M,€32K
212350,L. Diony,€5M,€26K
229758,R. Krunić,€5.5M,€11K
110974,Riesgo,€1.6M,€13K
183422,J. Howson,€3.7M,€41K
